Issue key,Issue id,Summary,Issue Type,Affects Version/s,Affects Version/s,Affects Version/s,Created,Component/s,Component/s,Component/s,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Status,Fix Version/s,Fix Version/s,Fix Version/s,Custom field (Root Cause),Custom field (RCA Subcategory),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Resolution,Custom field (Resolved Date),Custom field (Urgency),Resolved,Custom field (Epic Link),Custom field (Target Release),Custom field (Defect Phase),Assignee
TM-51137,4851651,Prio level images not shown on mobile frontpage,Bug,TASK-24.10.2.2,,,2025-Feb-07 4:39 PM,SAAS,,,CAN_BE_TESTED,IA_Project_Execution,RCA_Test_Case_Step_Missing,Retrospective_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.3.1.0,,,,Internally Reported,TASK-25.3.0.6,,,,,Work Complete,,,2025-Feb-10 11:15 PM,,,,AB3899
TM-51136,4851426,Unable to import a project type,Bug,TASK-25.1.1.0,,,2025-Feb-07 2:29 PM,SAAS,,,CAN_BE_TESTED,CYB_RTM_Feat_POD_QA,IA_Project_Type,RCA_Testcase_Missing,Retrospective_Done,SCRUM_VER,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.4.1.0,,,,New Feature Bug,TASK-25.4.0.3,,,,,Work Complete,,,2025-Feb-26 8:32 AM,,,,SG6449
TM-51135,4851053,Auto complete Project only works partially,Bug,TASK-24.10.2.4,,,2025-Feb-07 12:13 PM,SAAS,,,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Mar-14 5:20 PM,,,,
TM-51061,4846805,Effort not visible on mobile,Bug,TASK-24.10.2.2,,,2025-Feb-06 8:27 AM,SAAS,,,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Feb-07 11:18 AM,,,,
TM-51060,4846804,Falla en el filtro de Usuarios,Bug,TASK-25.1.1.0,,,2025-Feb-06 8:25 AM,SAAS,,,CAN_BE_TESTED,CYB_KERNEL_DEV,IA_Kernel_Filter,IA_User_Filter,RCA_Testcase_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.6.1.0,,,,Legacy,TASK-25.6.1.0,,,,,Work Complete,,,2025-May-09 3:08 AM,,,,NS7781
TM-51049,4845473,SS- Leadership Calendar font issue in notes,Bug,TASK-24.10.2.5,,,2025-Feb-06 4:26 AM,SAAS,,,CAN_BE_TESTED,CYB_MYWORK_Dev_POD,IA_Leadership_Calendar,RCA_Corner_UI_Issue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.3.1.0,,,,Legacy,TASK-25.3.0.6,,,,,Work Complete,,,2025-Feb-13 8:11 AM,,,,MS4969
TM-51008,4843572,Palabras con tilde,Bug,TASK-25.1.1.0,,,2025-Feb-05 3:55 PM,SAAS,,,ACUTE_CHARACTERS,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.2.1.7,,,,Duplicate Issue,TASK-25.2.1.7,TASK-25.3.1.0,,,,Duplicate,,,2025-Mar-08 1:07 PM,,,,AV6155
TM-51007,4843417,Cannot complete store walks,Bug,TASK-25.1.1.0,,,2025-Feb-05 2:16 PM,SAAS,,,RCA_Not_Bug,Retrospective_Done,SECURITY_POLICIES,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Mar-04 8:05 AM,,,,HD1845
TM-51005,4843099,"Reporting option for Territory Supervisor ""Kristi Rubright"" still present",Bug,TASK-24.10.2.2,,,2025-Feb-05 11:27 AM,SAAS,,,CAN_BE_TESTED,RCA_EnvSpecific_Missed,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.5.1.0,,,,Legacy,,,,,,Work Complete,,,2025-Apr-25 4:05 AM,,,,MS5895
TM-51004,4843123,Project Feedback attaching an Old Walk!,Bug,TASK-25.1.1.0,,,2025-Feb-05 11:21 AM,SAAS,,,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,,,,,Environment Specific,,,,,,Environmental Issue,,,2025-Feb-13 10:52 AM,,,,
TM-50997,4842471,GM - Left justified pictures adding space when project is launched,Bug,TASK-24.10.2.5,,,2025-Feb-05 7:44 AM,SAAS,,,CAN_BE_TESTED,CST_Required,CYB_MYWORK_Dev_POD,IA_Project_Creation,RCA_Testcase_Missing,RELEASE_NOTES,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.3.1.0,,,,Legacy,TASK-25.3.0.6,,,,,Work Complete,,,2025-Feb-18 2:22 AM,,,,VK3578
TM-50940,4840157,Store Visit Scoreboard cannot be deleted,Bug,TASK-24.10.2.2,,,2025-Feb-04 5:35 PM,SAAS,,,CAN_BE_TESTED,CST_Required,RCA_DataIssue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.4.1.0,,,,Data Issue,TASK-25.4.0.4,,,,,Work Complete,,,2025-Mar-12 9:43 AM,,,,VK3578
TM-50939,4839985,"RFX - Shoe Sensation, Inc. - Projects not showing up on mobile calendar | 20994087",Bug,TASK-24.10.2.5,,,2025-Feb-04 4:34 PM,SAAS,,,CAN_BE_TESTED,IA_Date_Filters,RCA_Testcase_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.3.1.0,,,Code Error,New Feature Bug,,,,,,Work Complete,,,2025-Feb-11 3:07 PM,,,,SA9341
TM-50873,4839004,"CL 07 SB : Field view & RAR Dashboard are not working and getting error ""Report Not found""",Bug,TASK-24.7.1.1,,,2025-Feb-04 7:49 AM,SAAS,,,CAN_BE_TESTED,CST_Required,RCA_Missing,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Could Not Reproduce,,,,,,No Longer Reproducible,,,2025-Feb-04 11:10 AM,,,,MS4969
TM-50868,4838733,Mailing list email sent in English,Bug,TASK-24.10.2.2,,,2025-Feb-04 6:55 AM,SAAS,,,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Feb-04 3:03 PM,,,,
TM-50824,4836636,Project Extract Data Not Consistent,Bug,TASK-24.10.2.2,,,2025-Feb-03 3:48 PM,SAAS,,,RCA_DataIssue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,,,,,Duplicate Issue,,,,,,Script Issue,,,2025-Mar-11 3:02 PM,,,,SR6231
TM-50823,4836434,Area Manager dashboard shows error,Bug,TASK-24.10.2.4,,,2025-Feb-03 1:36 PM,SAAS,,,RCA_EnvSpecific_Missed,Retrospective_Done,TKT_CAT_ETL_DATA,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Environment Specific,,,,,,Environmental Issue,,,2025-Feb-27 9:45 AM,RAR-7945,,,
TM-50818,4836044,"RFX - Travelodge Hotels Limited - Performance Analysis Report Images not displaying | 20978587",Bug,TASK-24.10.2.5,,,2025-Feb-03 11:00 AM,SAAS,,,RCA_Informational,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2025-Feb-13 5:50 AM,,,,PA1587
TM-50815,4835413,H&M CN - Unable to access ESS App,Bug,TASK-25.1.1.0,,,2025-Feb-03 7:25 AM,SAAS,,,MOVE_25.7_INTERNAL,RCA_Missing,RCA_WFM_IntegrationIssue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-25.8.1.0,,,,Duplicate Issue,,,,,,Code Issue,,,2025-Aug-13 1:47 PM,,,,SM2434
TM-50785,4832082,Email notification following upgrade,Bug,TASK-25.1.1.0,,,2025-Jan-31 3:53 PM,SAAS,,,CAN_BE_TESTED,CYB_MYWORK_Dev_POD,IA_External_Mail,RCA_Execution_Missing,Retrospective_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.1.1.2,,,,Regression,TASK-25.1.1.2,TASK-25.2.1.2,TASK-25.3.0.5,,,Work Complete,,,2025-Feb-06 1:23 AM,,,,MS4969
TM-50774,4831607,System Freezing following 45.1.16.0,Bug,,,,2025-Jan-31 9:20 AM,SAAS,,,Kernel_Scrubbed,RCA_EnvSpecific_Missed,RCA_Missing,RCA_WFM_IntegrationIssue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,,,,,Environment Specific,,,,,,No Longer Reproducible,,,2025-Feb-12 5:37 AM,,,,
TM-50747,4829231,Auto Violation projects not launching,Bug,TASK-25.1.1.0,,,2025-Jan-30 11:34 PM,SAAS,,,IA_Violation_Task,RCA_Automation_Gap,RCA_Testcase_Missing,Retrospective_Done,TCM_updated,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-25.1.1.2,TASK-25.2.1.2,,Code Error,Legacy,TASK-25.1.1.2,TASK-25.2.1.2,,,,Done,,,2025-Mar-07 4:18 PM,,,,PD4492
TM-50742,4827747,MULTIPLES PERFILES REPETIDOS,Bug,TASK-24.10.2.2,,,2025-Jan-30 7:58 AM,SAAS,,,MOVE_25.5,RCA_EnvSpecific_Missed,RCA_Missing,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2025-May-31 1:27 PM,,,,JD9860
TM-50735,4827535,Pre-requisite question not translate in summary,Bug,TASK-25.1.1.1,,,2025-Jan-30 6:05 AM,SAAS,,,CAN_BE_TESTED,CYB_RTM_Feat_POD_QA,RCA_Already_Reported,Retrospective_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.3.1.0,,,,Legacy,TASK-25.3.0.6,,,,,Work Complete,,,2025-Feb-06 11:58 PM,,,,SG6449
TM-50717,4826008,Violation Task Drop Downs are not responsive,Bug,TASK-24.10.2.0,,,2025-Jan-29 5:21 PM,SAAS,,,CAN_BE_TESTED,RCA_Duplicate,Retrospective_Done,SWA_IN_PROGRESS,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.1.1.0,,,,Not In Scope,,,,,,Work Complete,,,2025-Jan-30 2:36 PM,,,,SG7981
TM-50716,4825792,"[MAJOR INCIDENT] RFX - RETAIL SERVICES & SYSTEMS INC - AAR Reports Not Completing | 20930455",Bug,TASK-24.10.2.5,,,2025-Jan-29 3:20 PM,SAAS,,,CAN_BE_TESTED,MIM,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Environment Specific,,,,,,Environmental Issue,,,2025-Mar-26 10:21 PM,,,,
TM-50715,4825527,TJX PP - Unable to send emails from MYWork Admin using Send Email action,Bug,TASK-25.1.1.0,,,2025-Jan-29 2:13 PM,SAAS,,,CAN_BE_TESTED,CST_Required,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Environment Specific,,,,,,Configuration Issue,,,2025-Feb-04 11:54 AM,,,,VK3578
TM-50714,4825510,"[MAJOR INCIDENT] RFX - Ahold Delhaize USA Services, LLC- GM- Show Task Option still present on projects w/out Tasks | 20949533",Bug,TASK-24.10.2.5,,,2025-Jan-29 1:36 PM,SAAS,,,CAN_BE_TESTED,MIM,RCA_Testcase_Missing,Retrospective_Done,SCRUM_VER,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.3.1.0,,,,Legacy,TASK-25.3.0.5,,,,,Work Complete,,,2025-Feb-03 1:11 PM,,,,MS4969
TM-50704,4824682,25.1 - URLs in Broadcast message throw you out of the desktop site,Bug,TASK-25.1.1.0,,,2025-Jan-29 8:31 AM,SAAS,,,RCA_Already_Reported,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Feb-26 8:13 AM,,,,AK9654
TM-50699,4824603,Wrong names for sorting (A -> Z),Bug,TASK-24.10.2.2,,,2025-Jan-29 7:14 AM,SAAS,,,CAN_BE_TESTED,RCA_EnvSpecific_Missed,RELEASE_NOTES,Retrospective_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.4.1.0,,,,Internally Reported,,,,,,Work Complete,,,2025-Apr-11 9:30 AM,,,,SA9341
TM-50686,4824174,25.1 PP - RTM - Walk  - My Walks - Smart search not returning results in MOBILITY,Bug,TASK-25.1.1.0,,,2025-Jan-29 4:07 AM,SAAS,,,CAN_BE_TESTED,CODE_MERGE_VERSION_NA,RCA_Informational,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Mar-04 3:31 PM,,,,
TM-50674,4823324,Responsible department in subtask not translated - Mobile,Bug,TASK-24.10.2.2,,,2025-Jan-28 10:40 PM,SAAS,,,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Jan-30 12:21 PM,,,,
TM-50673,4823320,Unable to view plans in Waitrose Units,Bug,TASK-25.1.1.0,,,2025-Jan-28 10:31 PM,SAAS,,,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Jan-29 2:53 AM,,,,
TM-50668,4822680,Survey Bank Questions wrong language,Bug,TASK-24.10.2.2,,,2025-Jan-28 2:34 PM,SAAS,,,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Jan-29 4:55 PM,,,,
TM-50658,4821865,B&Q WFM - Job Codes not loaded for Wave 4 stores overnight,Bug,TASK-24.10.2.2,,,2025-Jan-28 7:16 AM,SAAS,,,CAN_BE_TESTED,IA_Kernel_Performance,Kernel_Scrubbed,RCA_Performance_Scalability,REOPENED_INFO_PROVIDED,REOPENED_NOT_A_BUG,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-25.3.1.0,,,,Performance,TASK-25.3.1.0,,,,,Work Complete,,,2025-May-30 8:15 AM,,,,MS5895
TM-50639,4819127,Force close redirects to wrong menu,Bug,TASK-24.10.2.2,,,2025-Jan-27 12:22 PM,SAAS,,,CAN_BE_TESTED,CST_Required,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.3.1.0,,,,Deployment,TASK-25.3.0.5,,,,,Work Complete,,,2025-May-05 11:24 AM,,,,PK4763
TM-50608,4814792,Site 0654 Checklist Going Into Expired,Bug,TASK-24.10.2.5,,,2025-Jan-24 1:28 PM,SAAS,,,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Third Party,,,,,,Duplicate,,,2025-Jan-24 1:40 PM,,,,
TM-50583,4811439,Store 0155 Checklist Not Dropping Off,Bug,TASK-24.10.2.2,,,2025-Jan-23 4:14 PM,SAAS,,,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.4.1.0,,,,Duplicate Issue,,,,,,Duplicate,,,2025-Mar-26 7:34 PM,,,,
TM-50553,4807290,UK PROD - Split attachment function is not working,Bug,TASK-24.10.2.2,,,2025-Jan-22 2:53 PM,SAAS,,,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Duplicate Issue,,,,,,Duplicate,,,2025-Jan-24 3:51 PM,,,,SR6231
TM-50551,4806962,Overdue Alerts not Staying in the Overdue Tab,Bug,TASK-24.10.2.2,,,2025-Jan-22 11:22 AM,SAAS,,,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,New Feature Request,,,,,,Works As Expected,,,2025-Jan-22 1:59 PM,,,,
TM-50519,4804332,User Login Insights,Bug,TASK-24.10.2.2,,,2025-Jan-21 1:28 PM,SAAS,,,CAN_BE_TESTED,IA_User_Login_Report,Kernel_Scrubbed,RCA_Testcase_Missing,RELEASE_NOTES,Retrospective_Done,TKT_CAT_ETL_DATA,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.7.1.0,,,,Performance,TASK-25.7.1.0,,,,,Work Complete,,,2025-Jul-02 7:42 AM,,,,SA9341
TM-50516,4803883,Copy Paste Image doesnt work,Bug,TASK-24.10.2.2,,,2025-Jan-21 9:27 AM,SAAS,,,CAN_BE_TESTED,RCA_Already_Reported,RELEASE_NOTES,Retrospective_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.5.1.0,,,,Internally Reported,TASK-25.5.0.5,,,,,Work Complete,,,2025-Apr-10 7:52 AM,,,,AB4247
TM-50511,4803740,Fieldview - Incorrect Unit Hierachie in Task summery,Bug,TASK-24.10.2.2,,,2025-Jan-21 8:16 AM,SAAS,,,CAN_BE_TESTED,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2025-Mar-28 6:41 AM,,,,SA9341
TM-50505,4803416,Unable to complete tasks due to a date change in project,Bug,TASK-24.10.2.2,,,2025-Jan-21 7:11 AM,SAAS,,,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Legacy,TASK-25.2.0.7,,,,,Duplicate,,,2025-Jan-30 9:03 PM,,,,AK9654
TM-50504,4803403,Online/Offline mismatch,Bug,TASK-25.3.1.2,,,2025-Jan-21 7:01 AM,SAAS,,,CAN_BE_TESTED,MOVE_25.3,RCA_Testcase_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.8.1.0,,,,Legacy,TASK-25.8.1.0,TASK-25.9.0.5,,,,Work Complete,,,2025-Aug-12 3:38 AM,,,,MS5895
TM-50495,4803078,Messaging function within Comms feature not working,Bug,TASK-24.10.2.2,,,2025-Jan-21 4:41 AM,SAAS,,,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.10.2.5,,,,Duplicate Issue,,,,,,Duplicate,,,2025-Jan-22 4:11 PM,,,,
TM-50421,4795854,CLONE - Internal sever error / no reports showing,Bug,TASK-24.10.2.2,,,2025-Jan-17 3:18 PM,SAAS,,,CAN_BE_TESTED,CONFIRM,IA_Kernel_Performance,RCA_Performance_Scalability,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.4.1.2,,,,Performance,TASK-25.4.1.0,,,,,Work Complete,,,2025-Mar-26 11:25 PM,,,,NS7781
TM-50420,4795669,Incorrect Checklist Start and End Time,Bug,TASK-24.10.2.5,,,2025-Jan-17 1:03 PM,SAAS,,,CAN_BE_TESTED,IA_Recurring_Qcheck,MOVE_25.3,RCA_Testcase_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.4.1.0,,,,Legacy,TASK-25.4.0.6,TASK-25.5.0.2,,,,Work Complete,,,2025-May-23 12:10 PM,,,,RV1486
TM-50419,4795578,Walk Scoring issue,Bug,TASK-24.10.2.2,,,2025-Jan-17 12:07 PM,SAAS,,,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2025-Mar-16 11:24 AM,,,,PA1587
TM-50409,4794971,Error al abrir archivos excel con la función split,Bug,TASK-24.10.2.2,,,2025-Jan-17 7:24 AM,SAAS,,,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,User Documentation,,,,,,Work Complete,,,2025-Jan-24 10:51 AM,,,,
TM-50397,4792639,Switch to subcluster - Fieldview and reporting not working,Bug,TASK-24.10.2.2,,,2025-Jan-16 12:54 PM,SAAS,,,CAN_BE_TESTED,CYB_KERNEL_DEV,CYB_KERNEL_DEV_FRByOtherTeams,RAR_ETL_DATA_ISSUE,RCA_Missing,Retrospective_Done,TKT_CAT_ETL_DATA,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,Others,Could Not Reproduce,,,,,,Closed by Salesforce,,,2025-May-28 7:21 AM,,,,SG7981
TM-50389,4792013,Tasks aren't loading when creating a project from the template ISB and hot food checks daily,Bug,TASK-24.10.2.2,,,2025-Jan-16 8:23 AM,SAAS,,,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Environment Specific,,,,,,Environmental Issue,,,2025-Mar-27 11:14 AM,,,,
TM-50361,4789750,fyi translation,Bug,TASK-24.10.2.2,,,2025-Jan-15 3:56 PM,SAAS,,,IA_Translation,RCA_Execution_Missing,Retrospective_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.3.1.0,,,Code Error,Legacy,TASK-25.3.0.4,,,,,Work Complete,,,2025-Feb-25 7:33 AM,,,,MS4969
TM-50360,4789638,User cannot download the reports,Bug,TASK-24.10.2.5,,,2025-Jan-15 3:48 PM,SAAS,,,PREPROD_ONLY,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Could Not Reproduce,,,,,,No Longer Reproducible,,,2025-Jan-22 4:21 PM,,,,
TM-50359,4789594,Feedback Report Displays Duplicat UnitID in Unit Field for FR and IT Only,Bug,TASK-24.10.2.2,,,2025-Jan-15 2:48 PM,SAAS,,,CONFIRM,RAR_ETL_DATA_ISSUE,RCA_DataIssue,Retrospective_Done,TKT_CAT_ETL_DATA,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Data Issue,,,,,,Script Issue,,,2025-Mar-12 4:22 PM,,,,HD1845
TM-50354,4788753,Fieldview - Not shown correct info,Bug,TASK-24.10.2.2,,,2025-Jan-15 8:16 AM,SAAS,,,CYB_RTM_Feat_Dev_POD,RCA_DataIssue,Retrospective_Done,TKT_CAT_ETL_DATA,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Data Issue,,,,,,Script Issue,,,2025-Jan-21 11:46 AM,,,,
TM-50331,4788029,"RFX -  Coop Switzerland - French Translation Correction Does Not Persist | Coop Switzerland",Bug,TASK-24.10.2.2,,,2025-Jan-15 5:04 AM,SAAS,,,RCA_DataIssue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2025-Jan-16 4:19 AM,,,,KA6692
TM-50319,4783729,No Reporting Menu,Bug,,,,2025-Jan-13 3:29 PM,SAAS,,,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Environment Specific,,,,,,Environmental Issue,,,2025-Jan-14 10:57 AM,,,,
TM-50318,4783716,Internal sever error / no reports showing,Bug,,,,2025-Jan-13 3:09 PM,SAAS,,,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Environment Specific,,,,,,Environmental Issue,,,2025-Jan-17 3:24 PM,,,,
TM-50317,4783236,Slow speed what creating a project from the template ISB and hot food checks daily,Bug,TASK-24.10.2.2,,,2025-Jan-13 11:54 AM,SAAS,,,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Duplicate Issue,,,,,,Duplicate,,,2025-Jan-20 7:55 AM,,,,
TM-50312,4781428,Reports not loading Data,Bug,TASK-24.10.2.5,,,2025-Jan-13 5:07 AM,SAAS,,,CAN_BE_TESTED,RAR_ETL_DATA_ISSUE,RCA_DataIssue,Retrospective_Done,TKT_CAT_ETL_DATA,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.3.1.0,,,,Legacy,TASK-25.3.0.7,,,,,Work Complete,,,2025-Feb-19 7:46 AM,,,,RV1486
TM-50277,4777681,Walk Due Dates,Bug,TASK-25.3.1.2,,,2025-Jan-10 6:56 AM,SAAS,,,RCA_Informational,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.2.1.2,,,,Not a Bug,,,,,,Work Complete,,,2025-Mar-31 3:11 PM,,,,
TM-50268,4775482,Projects not arriving at stores,Bug,TASK-24.10.2.2,,,2025-Jan-09 3:11 PM,SAAS,,,INCORRECT_PRIORITY,MOVE_25.3,MOVE_25.4,RCA_Not_Bug,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Could Not Reproduce,,,,,,Cannot Reproduce,,,2025-Mar-31 9:15 AM,,,,
TM-50254,4772851,"RFX - Farmacity SA - Message do not appear in report | 20782049",Bug,TASK-24.10.2.5,,,2025-Jan-08 2:40 PM,SAAS,,,CYB_MYWORK_Dev_POD,MOVE_25.3,RAR_ETL_DATA_ISSUE,RCA_EnvSpecific_Missed,Retrospective_Done,TKT_CAT_ETL_DATA,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Data Issue,,,,,,Environmental Issue,,,2025-Apr-11 9:23 AM,,,,
TM-50229,4770653,"Delete Category: ""MSD to Store Communication"" in Docs",Bug,TASK-24.10.2.5,,,2025-Jan-08 1:24 AM,SAAS,,,CAN_BE_TESTED,CYB_MYWORK_Dev_POD,RCA_Already_Reported,Retrospective_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.3.1.0,,,,Legacy,TASK-25.3.0.2,,,,,Work Complete,,,2025-Feb-10 10:31 AM,,,,MS4969
TM-50206,4769525,CLONE - v45BPROW: bp - CL 78 - UK - PROD - Issue with Task filter INC000003886346,Bug,TASK-24.10.2.2,,,2025-Jan-07 11:03 AM,SAAS,,,CAN_BE_TESTED,Kernel_Scrubbed,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.3.1.5,,,,Duplicate Issue,,,,,,Duplicate,,,2025-Apr-22 5:04 AM,,,,AG9216
TM-50166,4767855,Project messaging not working?,Bug,TASK-24.10.2.2,,,2025-Jan-07 2:50 AM,SAAS,,,CYB_MYWORK_Dev_POD,RCA_Informational,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Work Complete,,,2025-Jan-14 8:54 AM,,,,
TM-50149,4764900,Kernel Globalization is not working,Bug,TASK-24.10.2.2,,,2025-Jan-06 6:21 AM,SAAS,,,CAN_BE_TESTED,CST_Required,CYB_KERNEL_DEV,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.5.1.0,,,,Duplicate Issue,,,,,,Duplicate,,,2025-Mar-18 3:54 AM,,,,VK3578
